2003.05.20,05:00,1.16640,1.16870,1.16600,1.16720,492
2003.05.20,06:00,1.16760,1.16820,1.16360,1.16430,541
2003.05.20,07:00,1.16450,1.16550,1.16130,1.16230,561
2003.05.20,08:00,1.16230,1.16370,1.16100,1.16140,562
2003.05.20,09:00,1.16120,1.16320,1.16020,1.16250,553
2003.05.20,10:00,1.16240,1.16650,1.16210,1.16580,499
2003.05.20,11:00,1.16600,1.16710,1.16410,1.16460,563
2003.05.20,12:00,1.16460,1.16560,1.16350,1.16460,527
2003.05.20,13:00,1.16500,1.16790,1.16450,1.16630,595
2003.05.20,14:00,1.16630,1.16750,1.16320,1.16530,615
2003.05.20,15:00,1.16530,1.17030,1.16460,1.16950,612
2003.05.20,16:00,1.16920,1.17150,1.16770,1.17030,553
2003.05.20,17:00,1.17040,1.17070,1.16760,1.16900,505
2003.05.20,18:00,1.16900,1.17200,1.16810,1.17100,503
2003.05.20,19:00,1.17130,1.17170,1.17030,1.17060,438
2003.05.20,20:00,1.17050,1.17180,1.16990,1.17070,351
2003.05.20,21:00,1.17110,1.17210,1.17020,1.17140,371
2003.05.20,22:00,1.17170,1.17420,1.17120,1.17380,367
2003.05.20,23:00,1.17370,1.17490,1.17190,1.17220,376
2003.05.21,00:00,1.17230,1.17330,1.17100,1.17180,458
2003.05.21,01:00,1.17180,1.17260,1.17150,1.17190,394
2003.05.21,02:00,1.17200,1.17270,1.17170,1.17190,340
2003.05.21,03:00,1.17190,1.17240,1.17160,1.17180,276
2003.05.21,04:00,1.17170,1.17250,1.17150,1.17180,304
2003.05.21,05:00,1.17170,1.17220,1.17070,1.17080,416
2003.05.21,06:00,1.17090,1.17350,1.17010,1.17170,562
2003.05.21,07:00,1.17170,1.17230,1.17070,1.17150,555
2003.05.21,08:00,1.17140,1.17270,1.17030,1.17170,527
2003.05.21,09:00,1.17160,1.17240,1.17070,1.17140,525
2003.05.21,10:00,1.17130,1.17230,1.16990,1.17090,497
2003.05.21,11:00,1.17100,1.17150,1.16760,1.16810,574
2003.05.21,12:00,1.16860,1.16950,1.16630,1.16790,580
2003.05.21,13:00,1.16780,1.17450,1.16670,1.17320,614
2003.05.21,14:00,1.17310,1.17410,1.16770,1.16950,702
2003.05.21,15:00,1.16960,1.17140,1.16840,1.17070,607
2003.05.21,16:00,1.17070,1.17220,1.16980,1.17030,539
2003.05.21,17:00,1.17040,1.17080,1.16890,1.16970,466
2003.05.21,18:00,1.17010,1.17030,1.16670,1.16680,425
2003.05.21,19:00,1.16690,1.16880,1.16670,1.16770,427
2003.05.21,20:00,1.16780,1.16850,1.16400,1.16490,429
2003.05.21,21:00,1.16460,1.16560,1.16250,1.16410,466
2003.05.21,22:00,1.16410,1.16520,1.16290,1.16420,403
2003.05.21,23:00,1.16430,1.16600,1.16420,1.16550,382
2003.05.22,00:00,1.16590,1.16640,1.16400,1.16450,411
2003.05.22,01:00,1.16430,1.16500,1.16250,1.16300,415
2003.05.22,02:00,1.16280,1.16440,1.16260,1.16370,397
2003.05.22,03:00,1.16380,1.16540,1.16360,1.16480,300
